X.SampleID	age_years	age_group	anonymized_name	antibiotics	bcs	bcs_grouping	primary_breed	at_risk	mix_breed	breed_grouping	country	crude_fiber_1000kcalg_me_group	description	dewormed	disease_stat	g_fat_1000kcal_me_group	g_protein_1000kcal_me_group	sex	gender_specific	spayed_neutered	histo	host_subject_id	indiv_g_fat_1000kcal_me_group	indiv_g_protein_1000kcal_me_group	indoor_outdoor	perc_crude_protein_min_group	percent_crude_fat_min_group	percent_crude_fiber_max_group	percent_met_cal_carb_group	percent_met_cal_fat_group	percent_met_cal_protein_group	protein_source	size_grouping	state_us	travel_history	weight_group	weight_kg
833.Mel.TX.HC1	5	2	Mel.TX.HC1	definite_yes	5	1_4	German_Shepherd_Dog	yes	no	Working	United States of America	1_10	IBD1_Mel TX_HC1_H11_R.K.1.20.12	Yes	healthy	20_35	62_85	male	MC	yes		Mel.TX.HC1	33	70.5	indoor	26_35	5_13	1_5	46_55	15_24	27_38	chicken	large	Texas	yes	4	31.5
833.Mel.TX.HC10	1	1	Mel.TX.HC10	definite_no	5	1_4	Pitt_Bull	no	yes	Mixed	United States of America		IBD2_Mel TX_HC10_A8_R.K.1.20.12	Yes	healthy			male	MC	yes		Mel.TX.HC10			indoor	26_35	5_13	1_5				chicken	medium	Texas		3	29.25
833.Mel.TX.HC11	3	2	Mel.TX.HC11	definite_yes	5	1_4	Boxer	yes	no	Working	United States of America		IBD2_Mel TX_HC11_A9_R.K.1.20.12	Yes	healthy			female	FS	yes		Mel.TX.HC11			indoor	21_25	5_13	1_5				chicken	medium	Texas	no	3	22.5
833.Mel.TX.HC12	4	2	Mel.TX.HC12	definite_no	6	5_9	Australian_Cattle_Dog	no	no	Working	United States of America		IBD2_Mel TX_HC12_A10_R.K.1.20.12	Yes	healthy			male	M	no		Mel.TX.HC12			indoor								medium	Texas	yes	2	20.25
833.Mel.TX.HC13	2	1	Mel.TX.HC13	definite_no	6	5_9	Pitt_Bull	no	yes	Terrier	United States of America		IBD2_Mel TX_HC13_A11_R.K.1.20.12	Yes	healthy			female	FS	yes		Mel.TX.HC13			indoor	21_25	5_13	1_5				fish	medium	Texas	no	3	28.35
833.Mel.TX.HC14	4	2	Mel.TX.HC14	definite_no	5	1_4	Australian_Shepherd	no	no	Working	United States of America	1_10	IBD2_Mel TX_HC14_A12_R.K.1.20.12	Yes	healthy	36_50	40_61	male	MC	yes		Mel.TX.HC14	47	52	indoor	14_20		1_5	38_45	36_43	15_20	hydrolyzed	medium	Texas	yes	3	24.75
833.Mel.TX.HC15	4	2	Mel.TX.HC15	definite_yes	6	5_9	Mixed_Breed	no	yes	Mixed	United States of America		IBD2_Mel TX_HC15_B1_R.K.1.20.12	Yes	healthy			female	FS	yes		Mel.TX.HC15			indoor								medium	Texas	yes	2	20.7
833.Mel.TX.HC16	3	2	Mel.TX.HC16	definite_no	5	1_4	Mixed_Breed	no	yes	Mixed	United States of America	1_10	IBD2_Mel TX_HC16_B2_R.K.1.20.12	No	healthy	36_50	62_85	male	MC	yes		Mel.TX.HC16	47.1	71.9	indoor	26_35	14_20	1_5	10_37	36_43	21_26	fish	large	Texas		3	27
833.Mel.TX.HC17	2.5	1	Mel.TX.HC17	definite_no	6	5_9	Heeler	no	yes	Working	United States of America		IBD2_Mel TX_HC17_B3_R.K.1.20.12	No	healthy			female	FS	yes		Mel.TX.HC17			indoor								medium	Texas	yes	2	15.75
833.Mel.TX.HC2	2.5	1	Mel.TX.HC2	definite_no	5	1_4	Bichon_Frise	no	no	Toy/Companion	United States of America		IBD1_Mel TX_HC2_H12_R.K.1.20.12	Yes	healthy			female	FS	yes		Mel.TX.HC2			indoor								small	Texas	yes	1	5.4
833.Mel.TX.HC3	2.5	1	Mel.TX.HC3	definite_no	5	1_4	Collie_mix	no	yes	Working	United States of America		IBD2_Mel TX_HC3_A1_R.K.1.20.12	No	healthy			female	FS	yes		Mel.TX.HC3			indoor	21_25	5_13	1_5				lamb	large	Texas		2	15.75
833.Mel.TX.HC4	2	1	Mel.TX.HC4	definite_no	4	1_4	Labrador_Retriever	no	no	Sporting	United States of America		IBD2_Mel TX_HC4_A2_R.K.1.20.12	Yes	healthy			female	FS	yes		Mel.TX.HC4			indoor								large	Texas		3	27.9
833.Mel.TX.HC5	0.9	1	Mel.TX.HC5	definite_yes	6	5_9	Boston_Terrier	no	no	Toy/Companion	United States of America		IBD2_Mel TX_HC5_A3_R.K.1.20.12	No	healthy			male	MC	yes		Mel.TX.HC5			indoor								small	Texas	no	2	11.25
833.Mel.TX.HC6	5	2	Mel.TX.HC6	definite_no	4	1_4	Brittany_spaniel	no	no	Sporting	United States of America	1_10	IBD2_Mel TX_HC6_A4_R.K.1.20.12	No	healthy	36_50	62_85	female	FS	yes		Mel.TX.HC6	37.2	66.6	outdoor	21_25	5_13	1_5	38_45	25_35	21_26	lamb	medium	Texas	yes	2	15.75
833.Mel.TX.HC7	3	2	Mel.TX.HC7	definite_no	5	1_4	Maltese	no	no	Toy/Companion	United States of America		IBD2_Mel TX_HC7_A5_R.K.1.20.12	Yes	healthy			female	FS	yes		Mel.TX.HC7			indoor	21_25	5_13	1_5				lamb	small	Texas		1	4.05
833.Mel.TX.HC8	1	1	Mel.TX.HC8	definite_no	5	1_4	Tibetan_Mastiff	no	no	Working	United States of America		IBD2_Mel TX_HC8_A6_R.K.1.20.12	No	healthy			male	MC	yes		Mel.TX.HC8			indoor								large	Texas		3	29.25
833.Mel.TX.HC9	2.5	1	Mel.TX.HC9	definite_no	5	1_4	Labrador_Retriever	no	yes	Sporting	United States of America		IBD2_Mel TX_HC9_A7_R.K.1.20.12	Yes	healthy			female	FS	yes		Mel.TX.HC9			indoor	21_25	5_13	1_5				lamb	large	Texas	yes	3	27
833.Nor.C1	12	4	Nor.C1	maybe_yes			Australian_Shepherd	no	no	Working	United States of America	1_10	IBD2_Nor_C1_D12_R.K.1.20.12		IBD	20_35	40_61	female	FS	yes	small	Nor.C1	31.9	58.8		14_20	5_13	1_5	46_55	25_35	15_20	chicken	medium	California		2	20
833.Nor.C10	8	3	Nor.C10	definite_no			English_Bulldog	no	no	Toy/Companion	United States of America		IBD2_Nor_C10_E9_R.K.1.20.12		IBD			female	FS	yes	small	Nor.C10				21_25	5_13	1_5				lamb	medium	Indiana		3	25
833.Nor.C11	10.5	4	Nor.C11	definite_yes			Golden_Retriever	no	no	Sporting	United States of America		IBD2_Nor_C11_E10_R.K.1.20.12		IBD			male	M	no	both	Nor.C11											medium	California		3	30
833.Nor.C12	5	2	Nor.C12	maybe_yes			Doberman	no	yes	Working	United States of America	1_10	IBD2_Nor_C12_E11_R.K.1.20.12		IBD	20_35	40_61	male	MC	yes	small	Nor.C12	25.6	51.7		21_25	5_13	1_5	46_55	15_24	15_20	hydrolyzed	large	Indiana		4	40
833.Nor.C13	8	3	Nor.C13	maybe_yes			Bichon_Frise	no	no	Toy/Companion	United States of America	1_10	IBD2_Nor_C13_E12_R.K.1.20.12		IBD	20_35	62_85	male	MC	yes	small	Nor.C13	34	63		26_35	14_20	1_5	38_45	25_35	21_26	chicken	small	Indiana		1	5
833.Nor.C14	8	3	Nor.C14	definite_yes			English_Pointer	no	no	Sporting	United States of America	1_10	IBD2_Nor_C14_F1_R.K.1.20.12		IBD	20_35	62_85	male	MC	yes	small	Nor.C14	29.6	63.1		26_35	5_13	1_5	38_45	25_35	21_26	chicken		California			
833.Nor.C15	7	3	Nor.C15	maybe_yes			Cocker_Spaniel	no	no	Sporting	United States of America	1_10	IBD2_Nor_C15_F2_R.K.1.20.12		IBD	20_35	62_85	male	MC	yes	small	Nor.C15	34	63		26_35	14_20	1_5	38_45	25_35	21_26	chicken	medium	Florida		2	14
833.Nor.C16	8	3	Nor.C16	maybe_yes			Rhodesian_Ridgeback	no	no	Hound	United States of America	20_45	IBD2_Nor_C16_F3_R.K.1.20.12		IBD	36_50	62_85	male	MC	yes	small	Nor.C16	36.3	68.9		21_25	5_13	6_15	38_45	25_35	21_26	chicken	large	Colorado		5	45
833.Nor.C17	4	2	Nor.C17	definite_yes			English_Bulldog	no	no	Toy/Companion	United States of America		IBD2_Nor_C17_F4_R.K.1.20.12		IBD			male	M	no	small	Nor.C17										chicken	medium	Louisiana		3	25
833.Nor.C2	8.5	3	Nor.C2	maybe_yes			Yorkshire_Terrier	no	no	Terrier	United States of America	1_10	IBD2_Nor_C2_E1_R.K.1.20.12		IBD	20_35	40_61	female	FS	yes	small	Nor.C2	31.9	55.8		14_20	5_13	1_5	46_55	25_35	15_20	chicken	small	California		1	3
833.Nor.C3	6	3	Nor.C3	maybe_yes			Boxer	yes	yes	Working	United States of America	1_10	IBD2_Nor_C3_E2_R.K.1.20.12		IBD	20_35	62_85	male	MC	yes	small	Nor.C3	29	67		21_25	5_13	1_5	10_37	25_35	27_38	fish	medium	California		3	30
833.Nor.C4	5	2	Nor.C4	definite_yes			Shar_pei	no	no	Working	United States of America		IBD2_Nor_C4_E3_R.K.1.20.12		IBD			male	MC	yes	both	Nor.C4											medium	Pennsylvania		3	27
833.Nor.C5	7.5	3	Nor.C5	definite_yes			Newfoundland	no	no	Working	United States of America	20_45	IBD2_Nor_C5_E4_R.K.1.20.12		IBD	20_35	62_85	male	MC	yes	small	Nor.C5	25	106		26_35	5_13	6_15	38_45	15_24	27_38	chicken	large	California		3	30
833.Nor.C6	6	3	Nor.C6	maybe_yes			Husky	no	yes	Working	United States of America	1_10	IBD2_Nor_C6_E5_R.K.1.20.12		IBD	20_35	62_85	female	FS	yes	small	Nor.C6	29.6	63.1		26_35	5_13	1_5	38_45	25_35	21_26	chicken	large	Illinois		3	30
833.Nor.C7	9.5	3	Nor.C7	maybe_yes			Cockapoo	no	yes	Toy/Companion	United States of America		IBD2_Nor_C7_E6_R.K.1.20.12		IBD			female	FS	yes	small	Nor.C7				21_25	5_13	1_5				lamb	medium	Florida		2	14
833.Nor.C8	13	5	Nor.C8	maybe_yes			Boston_Terrier	no	no	Toy/Companion	United States of America		IBD2_Nor_C8_E7_R.K.1.20.12		IBD			female	FS	yes	small	Nor.C8											small	New York		1	10
833.Nor.C9	1.5	1	Nor.C9	maybe_yes			Labrador_Retriever	no	no	Sporting	United States of America	1_10	IBD2_Nor_C9_E8_R.K.1.20.12		IBD	20_35	62_85	female	FS	yes	small	Nor.C9	28.7	66.1		21_25	5_13	1_5	46_55	15_24	21_26	chicken	large	Indiana		4	35
833.RVC.17	7	3	RVC.17	definite_no			Lurcher	no	no	Working	United Kingdom	1_10	IBD2_RVC 17_H10_R.K.1.20.12		IBD	20_35	40_61	female	FS	yes	both	RVC.17	35.7	65.2		21_25	5_13	1_5	46_55	25_35	15_20	fish	medium			2	13.5
833.RVC01	3	2	RVC01	definite_no			Labrador_Retriever	no	no	Sporting	France	1_10	IBD2_France_DC2_F6_R.K.1.20.12		IBD	20_35	62_85	female	F	no	small	RVC01	33	48		26_35	14_20	1_5	38_45	25_35	21_26	chicken	large			4	35
833.RVC03	8	3	RVC03	definite_no			Labrador_Retriever	no	no	Sporting	United Kingdom	1_10	IBD2_RVC01_G10_R.K.1.20.12		IBD	36_50	40_61	female	FS	yes	small	RVC03	41	45		14_20	5_13	1_5	46_55	25_35	15_20	hydrolyzed	large			2	15.1
833.RVC05	4	2	RVC05	definite_no			German_Shepherd_Dog	yes	no	Working	United Kingdom	1_10	IBD2_RVC03_G11_R.K.1.20.12		IBD	36_50	40_61	male	M	no	both	RVC05	40	42		14_20	14_20	1_5	46_55	25_35	15_20	chicken	large			4	33.5
833.RVC06	1.5	1	RVC06	definite_yes			Siberian_Husky	no	no	Working	United Kingdom	1_10	IBD2_RVC05_G12_R.K.1.20.12		IBD	36_50	40_61	male	MC	yes	small	RVC06	47	52		14_20	14_20	1_5	38_45	36_43	15_20	other	large			3	23.9
833.RVC07	1	1	RVC07	definite_yes			German_Shepherd_Dog	yes	no	Working	United Kingdom	1_10	IBD2_RVC06_H1_R.K.1.20.12		IBD	20_35	62_85	female	F	no	small	RVC07	35.7	65.2		14_20	14_20	1_5	46_55	25_35	21_26	hydrolyzed	large			3	25.5
833.RVC08	2.5	1	RVC08	definite_no			German_Shepherd_Dog	yes	no	Working	United Kingdom	1_10	IBD2_RVC07_H2_R.K.1.20.12		IBD	20_35	62_85	male	M	no	small	RVC08	35.7	65.2		21_25	5_13	1_5	46_55	25_35	21_26	fish	large			5	41.5
833.RVC10	10	4	RVC10	definite_no			Staffordshire_Bull_Terrier	no	no	Terrier	United Kingdom		IBD2_RVC08_H3_R.K.1.20.12		IBD			male	MC	yes	small	RVC10				21_25	5_13	1_5				fish	medium			3	21.2
833.RVC11	7	3	RVC11	definite_yes			Basset_Hound	no	no	Hound	United Kingdom	20_45	IBD2_RVC11_H5_R.K.1.20.12		IBD	20_35	62_85	female	FS	yes	large	RVC11	34	63		26_35	14_20	1_5	38_45	15_24	27_38	chicken	medium			2	19.5
833.RVC12	1	1	RVC12	definite_yes			Mixed_Breed	no	yes	Mixed	United Kingdom	1_10	IBD2_RVC12_H6_R.K.1.20.12		IBD	20_35	40_61	male	M	no	small	RVC12	25	106		26_35	5_13	6_15	46_55	15_24	15_20	chicken	medium			2	20.6
833.RVC14	2	1	RVC14	definite_no			Labrador_Retriever	no	no	Sporting	United Kingdom		IBD2_RVC14_H7_R.K.1.20.12		IBD			male	MC	yes	small	RVC14	25.6	51.7		21_25	5_13	1_5				hydrolyzed	large			3	28.4
833.RVC15	5	2	RVC15	definite_no			Border_Collie	yes	no	Working	United Kingdom	1_10	IBD2_RVC15_H8_R.K.1.20.12		IBD	20_35	40_61	male	M	no	large	RVC15							46_55	15_24	15_20	chicken	medium			2	14.5
833.RVC16	1.5	1	RVC16	definite_yes			Cocker_Spaniel	no	no	Sporting	United Kingdom	1_10	IBD2_RVC16_H9_R.K.1.20.12		IBD	20_35	62_85	male	M	no	small	RVC16	25.6	51.7		21_25	5_13	1_5	46_55	25_35	21_26	hydrolyzed	medium			2	14.8
833.RVC19	4	2	RVC19	definite_yes			Tibetan_Terrier	no	no	Terrier	United Kingdom	1_10	IBD2_RVC19_H11_R.K.1.20.12		IBD	20_35	40_61	male	MC	yes		RVC19	25.6	51.7		21_25	5_13	1_5	46_55	15_24	15_20	hydrolyzed	medium			2	12.1
833.RVC20	2	1	RVC20	definite_no			Boxer	yes	no	Working	United Kingdom	1_10	IBD2_RVC20_H12_R.K.1.20.12		IBD	20_35	40_61	male	M	no		RVC20	25.6	51.7		21_25	5_13	1_5	46_55	15_24	15_20	hydrolyzed	medium			3	25.3
833.Sweden.HC.1	4	2	Sweden.HC.1	definite_no	5	1_4	Mixed_Breed	no	yes	Mixed	Sweden	1_10	IBD1_Sweden_HC 1_F3_R.K.1.20.12	Yes	healthy	36_50	62_85	female	F	no		Sweden.HC.1	37.59	66.15	indoor	21_25	5_13	1_5	46_55	15_24	27_38	chicken	large		no	3	26
833.Sweden.HC.11	5	2	Sweden.HC.11	definite_no			Flat_Coated_Retriever	no	no	Sporting	Sweden	1_10	IBD1_Sweden_HC 11_F10_R.K.1.20.12	Yes	healthy	36_50	62_85	female	F	no		Sweden.HC.11	40	62	indoor	21_25	14_20	1_5	38_45	25_35	21_26	chicken	large		no	3	30
833.Sweden.HC.12	6	3	Sweden.HC.12	definite_no			Belgium_Shepherd_Tervuren	no	no	Working	Sweden	1_10	IBD1_Sweden_HC 12_F11_R.K.1.20.12	Yes	healthy	36_50	62_85	female	F	no		Sweden.HC.12	40	63	indoor	21_25	14_20	1_5	38_45	25_35	21_26	chicken	large		no	3	23
833.Sweden.HC.13	3	2	Sweden.HC.13	definite_no	6	5_9	Mixed_Breed	no	yes	Mixed	Sweden		IBD1_Sweden_HC 13_F12_R.K.1.20.12	No	healthy			male	MC	yes		Sweden.HC.13			indoor								small		yes	1	6.7
833.Sweden.HC.16	8	3	Sweden.HC.16	definite_no	5	1_4	Mixed_Breed	no	yes	Mixed	Sweden	1_10	IBD1_Sweden_HC 16_G2_R.K.1.20.12	Yes	healthy	36_50	62_85	female	F	no		Sweden.HC.16	40	63	indoor	21_25	14_20	1_5	38_45	25_35	21_26	chicken	small		no	1	4
833.Sweden.HC.17	3	2	Sweden.HC.17	definite_no	5	1_4	Beagle	no	no	Hound	Sweden		IBD1_Sweden_HC 17_G3_R.K.1.20.12	Yes	healthy			male	MC	yes		Sweden.HC.17			indoor								medium		no	2	17
833.Sweden.HC.18	7	3	Sweden.HC.18	definite_no	5	1_4	Labrador_Retriever	no	no	Sporting	Sweden		IBD1_Sweden_HC 18_G4_R.K.1.20.12	Yes	healthy			female	FS	yes		Sweden.HC.18			indoor								large		yes	3	26
833.Sweden.HC.19	3.5	2	Sweden.HC.19	definite_no	6	5_9	Labrador_Retriever	no	no	Sporting	Sweden	1_10	IBD1_Sweden_HC 19_G5_R.K.1.20.12	Yes	healthy	20_35	62_85	female	F	no		Sweden.HC.19	34.9	84.5	indoor	26_35	5_13	1_5	10_37	25_35	27_38	chicken	large		yes	4	34.7
833.Sweden.HC.2	1	1	Sweden.HC.2	definite_no	5	1_4	Labrador_Retriever	no	no	Sporting	Sweden		IBD1_Sweden_HC 2_F4_R.K.1.20.12	Yes	healthy			female	F	no		Sweden.HC.2			both								large		yes	3	24
833.Sweden.HC.21	9	3	Sweden.HC.21	definite_no	3	1_4	Mixed_Breed	no	yes	Mixed	Sweden		IBD1_Sweden_HC 21_G6_R.K.1.20.12	Yes	healthy			female	F	no		Sweden.HC.21			indoor								large		no	3	25
833.Sweden.HC.23	8	3	Sweden.HC.23	definite_no	5	1_4	Mixed_Breed	no	yes	Mixed	Sweden		IBD1_Sweden_HC 23_G7_R.K.1.20.12	No	healthy			male	MC	yes		Sweden.HC.23			indoor								large		yes	4	34
833.Sweden.HC.3	1.5	1	Sweden.HC.3	definite_no	5	1_4	Hovawart	no	no	Working	Sweden		IBD1_Sweden_HC 3_F5_R.K.1.20.12	Yes	healthy			male	MC	yes		Sweden.HC.3											large		yes	5	45
833.Sweden.HC.4	6.5	3	Sweden.HC.4	definite_no	5	1_4	Mellan_Pinscher	no	no	Toy/Companion	Sweden		IBD1_Sweden_HC 4_F6_R.K.1.20.12	Yes	healthy			female	F	no		Sweden.HC.4											small		no	2	12
833.Sweden.HC.6	1.5	1	Sweden.HC.6	definite_no	5	1_4	Rhodesian_Ridgeback	no	no	Hound	Sweden	1_10	IBD1_Sweden_HC 6_F7_R.K.1.20.12	No	healthy	36_50	62_85	male	M	no		Sweden.HC.6	40	62	indoor	21_25	14_20	1_5	38_45	25_35	21_26	chicken	large			5	50
833.Sweden.HC.7	3	2	Sweden.HC.7	definite_no	6	5_9	Mixed_Breed	no	yes	Mixed	Sweden		IBD1_Sweden_HC 7_F8_R.K.1.20.12	Yes	healthy			male	MC	yes		Sweden.HC.7			indoor								large		no	3	30
833.Sweden.HC.9	2	1	Sweden.HC.9	definite_no	5	1_4	French_Bulldog_	no	no	Toy/Companion	Sweden		IBD1_Sweden_HC 9_F9_R.K.1.20.12	No	healthy			female	F	no		Sweden.HC.9			indoor	21_25	5_13	1_5				lamb	small			2	11
833.Sweden.IBD.060A	6.5	3	Sweden.IBD.060A	definite_no			Golden_Retriever	no	no	Sporting	Sweden	1_10	IBD1_Sweden_IBD_060A_G8_R.K.1.20.12		IBD	36_50	40_61				small	Sweden.IBD.060A	42	61		21_25		1_5	38_45	25_35	21_26	lamb	medium			3	30
833.Sweden.IBD.061A	6.7	3	Sweden.IBD.061A	definite_no			Border_Terrier	no	no	Terrier	Sweden		IBD1_Sweden_IBD_061A_G9_R.K.1.20.12		IBD			male	M	no	large	Sweden.IBD.061A											small			1	7
833.Sweden.IBD.062A	7.6	3	Sweden.IBD.062A	definite_no			Bichon_Frise	no	no	Toy/Companion	Sweden	1_10	IBD1_Sweden_IBD_062A_G10_R.K.1.20.12		IBD	20_35	62_85	female	F	no	large	Sweden.IBD.062A	34	63		26_35	14_20	1_5	38_45	25_35	21_26	chicken	small			1	5
833.Sweden.IBD.063A	4.4	2	Sweden.IBD.063A	definite_no			Bullmastiff	no	no	Working	Sweden	1_10	IBD1_Sweden_IBD_063A_G11_R.K.1.20.12		IBD	36_50	40_61	female	F	no	both	Sweden.IBD.063A	39	46		14_20	14_20	1_5	46_55	25_35	15_20	fish	large			5	54
833.Sweden.IBD.064A	7.5	3	Sweden.IBD.064A	definite_no			Drever	no	no	Hound	Sweden		IBD1_Sweden_IBD_064A_G12_R.K.1.20.12		IBD						small	Sweden.IBD.064A											medium			3	30
833.Sweden.IBD.065A	3.2	2	Sweden.IBD.065A	maybe_yes			Labrador_Retriever	no	no	Sporting	Sweden	1_10	IBD1_Sweden_IBD_065A_H7_R.K.1.20.12		IBD	36_50	40_61	male	M	no	large	Sweden.IBD.065A	39	46		14_20	14_20	1_5	46_55	25_35	15_20	fish	large			4	35
833.Sweden.IBD.066A	5.8	2	Sweden.IBD.066A	maybe_yes			Mixed_Breed	no	yes	Mixed	Sweden	1_10	IBD1_Sweden_IBD_066A_H8_R.K.1.20.12		IBD	36_50	40_61	male	M	no	large	Sweden.IBD.066A	39	46		14_20	14_20	1_5	46_55	25_35	15_20	fish					
833.Sweden.IBD.067A	3.8	2	Sweden.IBD.067A	maybe_yes			Vizsla	no	no	Sporting	Sweden	1_10	IBD1_Sweden_IBD_067A_H9_R.K.1.20.12		IBD	36_50	62_85	male	M	no	large	Sweden.IBD.067A	40	63.2		21_25	5_13	1_5	38_45	25_35	21_26	fish	medium			3	25
833.Sweden.IBD.097A	3.5	2	Sweden.IBD.097A	definite_no			Shetland_Sheepdog	no	no	Working	Sweden	1_10	IBD1_Sweden_IBD_097A_H1_R.K.1.20.12		IBD	36_50	62_85	male	M	no	both	Sweden.IBD.097A	47.1	74.6		26_35	14_20	1_5	38_45	15_24	27_38	chicken	small			1	8
833.Sweden.IBD.098A	0.8	1	Sweden.IBD.098A	definite_no			Boxer	yes	no	Working	Sweden		IBD1_Sweden_IBD_098A_H2_R.K.1.20.12		IBD			male	M	no	large	Sweden.IBD.098A											medium			3	30
833.Sweden.IBD.099A	6.1	3	Sweden.IBD.099A	definite_no			Papillon	no	no	Toy/Companion	Sweden	1_10	IBD1_Sweden_IBD_099A_H3_R.K.1.20.12		IBD	36_50	40_61	male	MC	yes	both	Sweden.IBD.099A	40.1	40.1		14_20	14_20	1_5	46_55	25_35	15_20	chicken	small			1	3
833.Sweden.IBD.100A	2.2	1	Sweden.IBD.100A	definite_no			Miniature_Poodle	no	no	Toy/Companion	Sweden	1_10	IBD1_Sweden_IBD_100A_H4_R.K.1.20.12		IBD	20_35	62_85	male	M	no	large	Sweden.IBD.100A	34	63		26_35	14_20	1_5	38_45	25_35	21_26	chicken	small			1	7
833.Sweden.IBD.101A	2	1	Sweden.IBD.101A	definite_no			Rottweiler	yes	no	Working	Sweden	1_10	IBD1_Sweden_IBD_101A_H5_R.K.1.20.12		IBD	20_35	62_85	female	FS	yes	both	Sweden.IBD.101A	34	63		26_35	14_20	1_5	38_45	25_35	21_26	chicken	large			5	54
833.Sweden.IBD.102A	3.9	2	Sweden.IBD.102A	definite_no			Great_Dane	no	no	Working	Sweden		IBD1_Sweden_IBD_102A_H6_R.K.1.20.12		IBD			male	M	no	both	Sweden.IBD.102A											large			5	54
833.Sweden.IBD.103A	7	3	Sweden.IBD.103A	maybe_yes			Weimaraner	yes	no	Sporting	Sweden	1_10	IBD1_Sweden_IBD_103A_H10_R.K.1.20.12		IBD	36_50	40_61	female	F	no	both	Sweden.IBD.103A	47	52		14_20	14_20	1_5	38_45	25_35	15_20	hydrolyzed	large			4	34
